"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2022-11-01,26357,14,16125,9,10232,5,17554,8,93588,27,111142,35,0,372,0,385,376,"Anderson",76978,103.925796980956,0.23030303030303,45.4675361791681,18.1870144716672,23.030303030303
2022-11-02,26367,10,16130,5,10237,5,17559,5,93602,14,111161,19,0,372,0,385,378,"Anderson",76978,94.832289745122,0.210526315789474,24.682376782977,12.9907246226195,21.0526315789474
2022-11-03,26380,13,16139,9,10241,4,17568,9,93648,46,111216,55,1,373,0,385,379,"Anderson",76978,89.6359998960742,0.197860962566845,71.448985424407,16.8879420094053,19.7860962566845
2022-11-04,26397,17,16146,7,10251,10,17575,7,93681,33,111256,40,2,375,0,385,379,"Anderson",76978,98.7295071319078,0.195238095238095,51.9628984904778,22.0842318584531,19.5238095238095
2022-11-05,26404,7,16153,7,10251,0,17583,8,93687,6,111270,14,0,375,0,385,379,"Anderson",76978,101.327652056432,0.231527093596059,18.1870144716672,9.09350723583361,23.1527093596059
2022-11-06,26407,3,16154,1,10253,2,17584,1,93695,8,111279,9,0,375,0,385,379,"Anderson",76978,101.327652056432,0.216346153846154,11.6916521603575,3.89721738678583,21.6346153846154
2022-11-07,26428,21,16159,5,10269,16,17589,5,93714,19,111303,24,0,375,0,385,379,"Anderson",76978,110.421159292265,0.219387755102041,31.1777390942867,27.2805217075008,21.9387755102041
2022-11-08,26440,12,16167,8,10273,4,17596,7,93728,14,111324,21,0,375,0,385,379,"Anderson",76978,107.823014367741,0.230769230769231,27.2805217075008,15.5888695471433,23.0769230769231
2022-11-09,26456,16,16174,7,10282,9,17603,7,93785,57,111388,64,0,375,0,385,379,"Anderson",76978,115.617449141313,0.193832599118943,83.1406375847645,20.7851593961911,19.3832599118943
2022-11-10,26468,12,16180,6,10288,6,17610,7,93809,24,111419,31,0,375,0,385,380,"Anderson",76978,114.318376679051,0.206896551724138,40.2712463301203,15.5888695471433,20.6896551724138
2022-11-11,26476,8,16184,4,10292,4,17614,4,93838,29,111452,33,0,375,0,385,380,"Anderson",76978,102.626724518694,0.198979591836735,42.8693912546442,10.3925796980956,19.8979591836735
2022-11-12,26479,3,16186,2,10293,1,17616,2,93848,10,111464,12,0,375,0,385,380,"Anderson",76978,97.4304346696459,0.170103092783505,15.5888695471433,3.89721738678583,17.0103092783505
2022-11-13,26479,0,16186,0,10293,0,17616,0,93854,6,111470,6,0,375,0,385,381,"Anderson",76978,93.53321728286,0.167539267015707,7.79443477357167,0,16.7539267015707
2022-11-14,26487,8,16189,3,10298,5,17619,3,93883,29,111502,32,0,375,0,385,381,"Anderson",76978,76.6452752734548,0.150753768844221,41.5703187923822,10.3925796980956,15.0753768844221
2022-11-15,26501,14,16190,1,10311,13,17620,1,93930,47,111550,48,0,375,0,385,381,"Anderson",76978,79.2434201979786,0.106194690265487,62.3554781885734,18.1870144716672,10.6194690265487
2022-11-16,26509,8,16191,1,10318,7,17622,2,93948,18,111570,20,1,376,0,385,381,"Anderson",76978,68.8508404998831,0.104395604395604,25.9814492452389,10.3925796980956,10.4395604395604
2022-11-17,26517,8,16195,4,10322,4,17626,4,93980,32,111606,36,1,377,0,385,381,"Anderson",76978,63.6545506508353,0.0855614973262032,46.76660864143,10.3925796980956,8.55614973262032
2022-11-18,26528,11,16199,4,10329,7,17630,4,94032,52,111662,56,0,377,0,385,382,"Anderson",76978,67.5517680376211,0.0761904761904762,72.7480578866689,14.2897970848814,7.61904761904762
2022-11-19,26530,2,16199,0,10331,2,17630,0,94039,7,111669,7,0,377,0,385,382,"Anderson",76978,66.2526955753592,0.0682926829268293,9.09350723583361,2.59814492452389,6.82926829268293
2022-11-20,26532,2,16199,0,10333,2,17630,0,94052,13,111682,13,0,377,0,385,382,"Anderson",76978,68.8508404998831,0.0660377358490566,16.8879420094053,2.59814492452389,6.60377358490566
2022-11-21,26537,5,16202,3,10335,2,17633,3,94071,19,111704,22,0,377,0,385,382,"Anderson",76978,64.9536231130973,0.0693069306930693,28.5795941697628,6.49536231130973,6.93069306930693
2022-11-22,26546,9,16204,2,10342,7,17635,2,94108,37,111743,39,0,377,0,385,382,"Anderson",76978,58.4582608017875,0.077720207253886,50.6638260282159,11.6916521603575,7.7720207253886
2022-11-23,26554,8,16208,4,10346,4,17640,5,94127,19,111767,24,1,378,0,385,382,"Anderson",76978,58.4582608017875,0.0913705583756345,31.1777390942867,10.3925796980956,9.13705583756345
2022-11-24,26559,5,16211,3,10348,2,17643,3,94139,12,111782,15,0,378,0,385,382,"Anderson",76978,54.5610434150017,0.0965909090909091,19.4860869339292,6.49536231130973,9.65909090909091
2022-11-25,26563,4,16213,2,10350,2,17645,2,94147,8,111792,10,0,378,0,385,382,"Anderson",76978,45.4675361791681,0.115384615384615,12.9907246226195,5.19628984904778,11.5384615384615
2022-11-26,26566,3,16213,0,10353,3,17645,0,94158,11,111803,11,0,378,0,385,382,"Anderson",76978,46.76660864143,0.111940298507463,14.2897970848814,3.89721738678583,11.1940298507463
2022-11-27,26568,2,16214,1,10354,1,17646,1,94170,12,111816,13,0,378,0,385,383,"Anderson",76978,46.76660864143,0.119402985074627,16.8879420094053,2.59814492452389,11.9402985074627
2022-11-28,26574,6,16216,2,10358,4,17649,3,94199,29,111848,32,0,378,0,385,383,"Anderson",76978,48.065681103692,0.111111111111111,41.5703187923822,7.79443477357167,11.1111111111111
2022-11-29,26589,15,16223,7,10366,8,17657,8,94237,38,111894,46,0,378,0,385,383,"Anderson",76978,55.8601158772636,0.145695364238411,59.7573332640495,19.4860869339292,14.5695364238411
2022-11-30,26604,15,16234,11,10370,4,17669,12,94284,47,111953,59,0,378,0,385,383,"Anderson",76978,64.9536231130973,0.155913978494624,76.6452752734548,19.4860869339292,15.5913978494624
2022-12-01,26613,9,16237,3,10376,6,17672,3,94314,30,111986,33,1,379,0,385,383,"Anderson",76978,70.149912962145,0.142156862745098,42.8693912546442,11.6916521603575,14.2156862745098
2022-12-02,26629,16,16248,11,10381,5,17683,11,94398,84,112081,95,0,379,0,385,383,"Anderson",76978,85.7387825092884,0.131487889273356,123.411883914885,20.7851593961911,13.1487889273356
2022-12-03,26637,8,16250,2,10387,6,17685,2,94415,17,112100,19,0,379,0,385,383,"Anderson",76978,92.2341448205981,0.134680134680135,24.682376782977,10.3925796980956,13.4680134680135
2022-12-04,26640,3,16252,2,10388,1,17687,2,94423,8,112110,10,0,379,0,385,383,"Anderson",76978,93.53321728286,0.139455782312925,12.9907246226195,3.89721738678583,13.9455782312925
2022-12-05,26654,14,16257,5,10397,9,17693,6,94442,19,112135,25,0,379,0,385,383,"Anderson",76978,103.925796980956,0.153310104529617,32.4768115565486,18.1870144716672,15.3310104529617
2022-12-06,26667,13,16263,6,10404,7,17699,6,94483,41,112182,47,0,379,0,385,383,"Anderson",76978,101.327652056432,0.145833333333333,61.0564057263114,16.8879420094053,14.5833333333333
2022-12-07,26688,21,16272,9,10416,12,17706,7,94534,51,112240,58,1,380,0,385,383,"Anderson",76978,109.122086830003,0.128919860627178,75.3462028111928,27.2805217075008,12.8919860627178
2022-12-08,26704,16,16279,7,10425,9,17712,6,94562,28,112274,34,1,381,0,385,383,"Anderson",76978,118.215594065837,0.138888888888889,44.1684637169061,20.7851593961911,13.8888888888889
2022-12-09,26724,20,16285,6,10439,14,17717,5,94577,15,112294,20,0,381,0,385,383,"Anderson",76978,123.411883914885,0.15962441314554,25.9814492452389,25.9814492452389,15.962441314554
2022-12-10,26726,2,16286,1,10440,1,17718,1,94584,7,112302,8,0,381,0,385,383,"Anderson",76978,115.617449141313,0.163366336633663,10.3925796980956,2.59814492452389,16.3366336633663
2022-12-11,26730,4,16288,2,10442,2,17720,2,94590,6,112310,8,0,381,0,385,383,"Anderson",76978,116.916521603575,0.165,10.3925796980956,5.19628984904778,16.5
2022-12-12,26763,33,16301,13,10462,20,17733,13,94644,54,112377,67,0,381,0,385,383,"Anderson",76978,141.598898386552,0.165289256198347,87.0378549715503,42.8693912546442,16.5289256198347
2022-12-13,26780,17,16310,9,10470,8,17742,9,94683,39,112425,48,0,381,0,385,383,"Anderson",76978,146.7951882356,0.176954732510288,62.3554781885734,22.0842318584531,17.6954732510288
2022-12-14,26790,10,16315,5,10475,5,17747,5,94693,10,112440,15,0,381,0,385,383,"Anderson",76978,132.505391150718,0.205,19.4860869339292,12.9907246226195,20.5
2022-12-15,26810,20,16319,4,10491,16,17751,4,94705,12,112456,16,1,382,0,385,383,"Anderson",76978,137.701680999766,0.214285714285714,20.7851593961911,25.9814492452389,21.4285714285714
2022-12-16,26841,31,16341,22,10500,9,17773,22,94749,44,112522,66,0,382,0,385,384,"Anderson",76978,151.991478084648,0.245614035087719,85.7387825092884,40.2712463301203,24.5614035087719
2022-12-17,26850,9,16344,3,10506,6,17776,3,94759,10,112535,13,0,382,0,385,384,"Anderson",76978,161.084985320481,0.248927038626609,16.8879420094053,11.6916521603575,24.8927038626609
2022-12-18,26853,3,16346,2,10507,1,17779,3,94765,6,112544,9,0,382,0,385,384,"Anderson",76978,159.785912858219,0.252136752136752,11.6916521603575,3.89721738678583,25.2136752136752
2022-12-19,26872,19,16356,10,10516,9,17789,10,94800,35,112589,45,0,382,0,385,384,"Anderson",76978,141.598898386552,0.264150943396226,58.4582608017875,24.682376782977,26.4150943396226
2022-12-20,26889,17,16360,4,10529,13,17793,4,94817,17,112610,21,0,382,0,385,384,"Anderson",76978,141.598898386552,0.275675675675676,27.2805217075008,22.0842318584531,27.5675675675676
2022-12-21,26912,23,16369,9,10543,14,17802,9,94862,45,112664,54,0,382,0,385,384,"Anderson",76978,158.486840395957,0.245535714285714,70.149912962145,29.8786666320247,24.5535714285714
2022-12-22,26924,12,16377,8,10547,4,17810,8,94885,23,112695,31,0,382,0,385,384,"Anderson",76978,148.094260697862,0.246861924686192,40.2712463301203,15.5888695471433,24.6861924686192
2022-12-23,26952,28,16379,2,10573,26,17812,2,94892,7,112704,9,0,382,0,385,384,"Anderson",76978,144.197043311076,0.214285714285714,11.6916521603575,36.3740289433345,21.4285714285714
2022-12-24,26954,2,16380,1,10574,1,17812,0,94898,6,112710,6,0,382,0,385,384,"Anderson",76978,135.103536075242,0.205714285714286,7.79443477357167,2.59814492452389,20.5714285714286
2022-12-25,26959,5,16380,0,10579,5,17812,0,94907,9,112719,9,0,382,0,385,384,"Anderson",76978,137.701680999766,0.188571428571429,11.6916521603575,6.49536231130973,18.8571428571429
2022-12-26,26974,15,16380,0,10594,15,17813,1,94914,7,112727,8,0,382,0,385,384,"Anderson",76978,132.505391150718,0.173913043478261,10.3925796980956,19.4860869339292,17.3913043478261
2022-12-27,27001,27,16387,7,10614,20,17819,6,94920,6,112739,12,0,382,0,385,384,"Anderson",76978,145.496115773338,0.201550387596899,15.5888695471433,35.0749564810725,20.1550387596899
2022-12-28,27010,9,16390,3,10620,6,17823,4,94930,10,112753,14,0,382,0,385,384,"Anderson",76978,127.309101301671,0.235955056179775,18.1870144716672,11.6916521603575,23.5955056179775
2022-12-29,27040,30,16396,6,10644,24,17829,6,94938,8,112767,14,1,383,0,385,384,"Anderson",76978,150.692405622386,0.263888888888889,18.1870144716672,38.9721738678584,26.3888888888889
2022-12-30,27055,15,16398,2,10657,13,17830,1,94944,6,112774,7,0,383,0,385,384,"Anderson",76978,133.80446361298,0.257142857142857,9.09350723583361,19.4860869339292,25.7142857142857
2022-12-31,27059,4,16399,1,10660,3,17832,2,94954,10,112786,12,0,383,0,385,384,"Anderson",76978,136.402608537504,0.263157894736842,15.5888695471433,5.19628984904778,26.3157894736842
2023-01-01,27071,12,16400,1,10671,11,17834,2,94967,13,112801,15,0,383,0,385,384,"Anderson",76978,145.496115773338,0.268292682926829,19.4860869339292,15.5888695471433,26.8292682926829
2023-01-02,27087,16,16403,3,10684,13,17837,3,94978,11,112815,14,0,383,0,385,384,"Anderson",76978,146.7951882356,0.272727272727273,18.1870144716672,20.7851593961911,27.2727272727273
2023-01-03,27121,34,16406,3,10715,31,17839,2,94982,4,112821,6,0,383,0,385,384,"Anderson",76978,155.888695471433,0.24390243902439,7.79443477357167,44.1684637169061,24.390243902439
2023-01-04,27141,20,16414,8,10727,12,17847,8,94997,15,112844,23,0,383,0,385,384,"Anderson",76978,170.178492556315,0.263736263736264,29.8786666320247,25.9814492452389,26.3736263736264
2023-01-05,27178,37,16442,28,10736,9,17876,29,95110,113,112986,142,0,383,0,385,384,"Anderson",76978,179.271999792148,0.214611872146119,184.468289641196,48.065681103692,21.4611872146119
2023-01-06,27196,18,16448,6,10748,12,17883,7,95139,29,113022,36,0,383,0,385,385,"Anderson",76978,183.169217178934,0.213709677419355,46.76660864143,23.383304320715,21.3709677419355
2023-01-07,27202,6,16453,5,10749,1,17888,5,95147,8,113035,13,0,383,0,385,385,"Anderson",76978,185.767362103458,0.224899598393574,16.8879420094053,7.79443477357167,22.4899598393574
2023-01-08,27210,8,16453,0,10757,8,17888,0,95156,9,113044,9,0,383,0,385,385,"Anderson",76978,180.57107225441,0.222222222222222,11.6916521603575,10.3925796980956,22.2222222222222
2023-01-09,27224,14,16455,2,10769,12,17890,2,95172,16,113062,18,0,383,0,385,385,"Anderson",76978,177.972927329886,0.214574898785425,23.383304320715,18.1870144716672,21.4574898785425
2023-01-10,27243,19,16463,8,10780,11,17898,8,95202,30,113100,38,0,383,0,385,385,"Anderson",76978,158.486840395957,0.211469534050179,49.3647535659539,24.682376782977,21.1469534050179
2023-01-11,27265,22,16469,6,10796,16,17905,7,95239,37,113144,44,0,383,0,385,385,"Anderson",76978,161.084985320481,0.193333333333333,57.1591883395256,28.5795941697628,19.3333333333333
2023-01-12,27283,18,16476,7,10807,11,17912,7,95262,23,113174,30,0,383,0,385,385,"Anderson",76978,136.402608537504,0.191489361702128,38.9721738678584,23.383304320715,19.1489361702128
2023-01-13,27311,28,16486,10,10825,18,17922,10,95290,28,113212,38,0,383,0,385,385,"Anderson",76978,149.393333160124,0.205263157894737,49.3647535659539,36.3740289433345,20.5263157894737
2023-01-14,27317,6,16487,1,10830,5,17923,1,95298,8,113221,9,0,383,0,385,385,"Anderson",76978,149.393333160124,0.188172043010753,11.6916521603575,7.79443477357167,18.8172043010753
2023-01-15,27319,2,16488,1,10831,1,17924,1,95302,4,113226,5,0,383,0,385,385,"Anderson",76978,141.598898386552,0.197802197802198,6.49536231130973,2.59814492452389,19.7802197802198
2023-01-16,27335,16,16496,8,10839,8,17931,7,95313,11,113244,18,0,383,0,385,386,"Anderson",76978,144.197043311076,0.225274725274725,23.383304320715,20.7851593961911,22.5274725274725
2023-01-17,27339,4,16496,0,10843,4,17931,0,95340,27,113271,27,1,384,0,385,386,"Anderson",76978,124.710956377147,0.192982456140351,35.0749564810725,5.19628984904778,19.2982456140351
2023-01-18,27352,13,16502,6,10850,7,17938,7,95357,17,113295,24,0,384,0,385,386,"Anderson",76978,113.019304216789,0.218543046357616,31.1777390942867,16.8879420094053,21.8543046357616
2023-01-19,27366,14,16507,5,10859,9,17945,7,95371,14,113316,21,0,384,0,385,386,"Anderson",76978,107.823014367741,0.232394366197183,27.2805217075008,18.1870144716672,23.2394366197183
2023-01-20,27385,19,16518,11,10867,8,17956,11,95419,48,113375,59,0,384,0,385,386,"Anderson",76978,96.1313622073839,0.208588957055215,76.6452752734548,24.682376782977,20.8588957055215
2023-01-21,27386,1,16518,0,10868,1,17956,0,95427,8,113383,8,0,384,0,385,386,"Anderson",76978,89.6359998960742,0.203703703703704,10.3925796980956,1.29907246226194,20.3703703703704
2023-01-22,27389,3,16518,0,10871,3,17956,0,95433,6,113389,6,0,384,0,385,386,"Anderson",76978,90.9350723583361,0.196319018404908,7.79443477357167,3.89721738678583,19.6319018404908
2023-01-23,27422,33,16528,10,10894,23,17967,11,95458,25,113425,36,0,384,0,385,386,"Anderson",76978,113.019304216789,0.198895027624309,46.76660864143,42.8693912546442,19.8895027624309
2023-01-24,27446,24,16531,3,10915,21,17971,4,95470,12,113441,16,0,384,0,385,386,"Anderson",76978,139.000753462028,0.235294117647059,20.7851593961911,31.1777390942867,23.5294117647059
2023-01-25,27466,20,16541,10,10925,10,17980,9,95508,38,113488,47,0,384,0,385,386,"Anderson",76978,148.094260697862,0.217616580310881,61.0564057263114,25.9814492452389,21.7616580310881
2023-01-26,27479,13,16546,5,10933,8,17985,5,95530,22,113515,27,0,384,0,385,386,"Anderson",76978,146.7951882356,0.201005025125628,35.0749564810725,16.8879420094053,20.1005025125628
2023-01-27,27488,9,16550,4,10938,5,17989,4,95548,18,113537,22,0,384,0,385,386,"Anderson",76978,133.80446361298,0.203703703703704,28.5795941697628,11.6916521603575,20.3703703703704
2023-01-28,27491,3,16551,1,10940,2,17991,2,95553,5,113544,7,0,384,0,385,386,"Anderson",76978,136.402608537504,0.217391304347826,9.09350723583361,3.89721738678583,21.7391304347826
2023-01-29,27497,6,16552,1,10945,5,17992,1,95556,3,113548,4,0,384,0,385,386,"Anderson",76978,140.29982592429,0.226415094339623,5.19628984904778,7.79443477357167,22.6415094339623
2023-01-30,27530,33,16568,16,10962,17,18008,16,95589,33,113597,49,0,384,0,385,386,"Anderson",76978,140.29982592429,0.238372093023256,63.6545506508353,42.8693912546442,23.8372093023256
2023-01-31,27552,22,16578,10,10974,12,18017,9,95631,42,113648,51,0,384,0,385,386,"Anderson",76978,137.701680999766,0.222222222222222,66.2526955753592,28.5795941697628,22.2222222222222
2023-02-01,27571,19,16584,6,10987,13,18023,6,95658,27,113681,33,0,384,0,385,386,"Anderson",76978,136.402608537504,0.22279792746114,42.8693912546442,24.682376782977,22.279792746114
2023-02-02,27623,52,16625,41,10998,11,18069,46,95761,103,113830,149,0,384,0,385,386,"Anderson",76978,187.06643456572,0.266666666666667,193.56179687703,67.5517680376211,26.6666666666667
2023-02-03,27638,15,16630,5,11008,10,18074,5,95789,28,113863,33,0,384,0,385,386,"Anderson",76978,194.860869339292,0.260736196319018,42.8693912546442,19.4860869339292,26.0736196319018
2023-02-04,27644,6,16630,0,11014,6,18074,0,95796,7,113870,7,0,384,0,385,386,"Anderson",76978,198.758086726078,0.254601226993865,9.09350723583361,7.79443477357167,25.4601226993865
2023-02-05,27659,15,16631,1,11028,14,18075,1,95806,10,113881,11,0,384,0,385,386,"Anderson",76978,210.449738886435,0.249249249249249,14.2897970848814,19.4860869339292,24.9249249249249
2023-02-06,27685,26,16639,8,11046,18,18083,8,95832,26,113915,34,0,384,0,385,387,"Anderson",76978,201.356231650601,0.235849056603774,44.1684637169061,33.7758840188106,23.5849056603774
2023-02-07,27705,20,16649,10,11056,10,18093,10,95841,9,113934,19,0,384,0,385,387,"Anderson",76978,198.758086726078,0.265734265734266,24.682376782977,25.9814492452389,26.5734265734266
2023-02-08,27735,30,16657,8,11078,22,18102,9,95876,35,113978,44,0,384,0,385,387,"Anderson",76978,213.047883810959,0.265993265993266,57.1591883395256,38.9721738678584,26.5993265993266
2023-02-09,27767,32,16673,16,11094,16,18118,16,95920,44,114038,60,0,384,0,385,387,"Anderson",76978,187.06643456572,0.235576923076923,77.9443477357167,41.5703187923822,23.5576923076923
2023-02-10,27783,16,16682,9,11101,7,18127,9,95953,33,114080,42,0,384,0,385,388,"Anderson",76978,188.365507027982,0.244239631336406,54.5610434150017,20.7851593961911,24.4239631336406
2023-02-11,27786,3,16683,1,11103,2,18129,2,95964,11,114093,13,0,384,0,385,388,"Anderson",76978,184.468289641196,0.246636771300448,16.8879420094053,3.89721738678583,24.6636771300448
2023-02-12,27793,7,16684,1,11109,6,18130,1,95976,12,114106,13,0,384,1,386,388,"Anderson",76978,174.075709943101,0.244444444444444,16.8879420094053,9.09350723583361,24.4444444444444
