"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2022-06-09,22788,18,14520,12,8268,6,15860,13,89879,35,105739,48,0,342,1,379,348,"Anderson",76978,157.187767933695,0.254180602006689,62.3554781885734,23.383304320715,25.4180602006689
2022-06-10,22811,23,14536,16,8275,7,15877,17,89940,61,105817,78,0,342,0,379,348,"Anderson",76978,168.879420094053,0.264150943396226,101.327652056432,29.8786666320247,26.4150943396226
2022-06-11,22820,9,14540,4,8280,5,15882,5,89958,18,105840,23,0,342,0,379,348,"Anderson",76978,171.477565018577,0.271241830065359,29.8786666320247,11.6916521603575,27.1241830065359
2022-06-12,22828,8,14542,2,8286,6,15884,2,89972,14,105856,16,0,342,0,379,348,"Anderson",76978,168.879420094053,0.259259259259259,20.7851593961911,10.3925796980956,25.9259259259259
2022-06-13,22845,17,14548,6,8297,11,15890,6,89996,24,105886,30,0,342,0,379,348,"Anderson",76978,155.888695471433,0.237931034482759,38.9721738678584,22.0842318584531,23.7931034482759
2022-06-14,22875,30,14562,14,8313,16,15906,16,90033,37,105939,53,1,343,0,379,349,"Anderson",76978,166.281275169529,0.244444444444444,68.8508404998831,38.9721738678584,24.4444444444444
2022-06-15,22893,18,14574,12,8319,6,15920,14,90056,23,105976,37,1,344,1,380,349,"Anderson",76978,159.785912858219,0.256140350877193,48.065681103692,23.383304320715,25.6140350877193
2022-06-16,22918,25,14586,12,8332,13,15931,11,90084,28,106015,39,1,345,0,380,349,"Anderson",76978,168.879420094053,0.257246376811594,50.6638260282159,32.4768115565486,25.7246376811594
2022-06-17,22941,23,14599,13,8342,10,15947,16,90107,23,106054,39,0,345,0,380,350,"Anderson",76978,168.879420094053,0.29535864978903,50.6638260282159,29.8786666320247,29.535864978903
2022-06-18,22953,12,14608,9,8345,3,15957,10,90130,23,106087,33,1,346,0,380,350,"Anderson",76978,172.776637480839,0.303643724696356,42.8693912546442,15.5888695471433,30.3643724696356
2022-06-19,22969,16,14613,5,8356,11,15962,5,90148,18,106110,23,0,346,0,380,350,"Anderson",76978,183.169217178934,0.307086614173228,29.8786666320247,20.7851593961911,30.7086614173228
2022-06-20,22981,12,14617,4,8364,8,15969,7,90164,16,106133,23,0,346,0,380,350,"Anderson",76978,176.673854867625,0.319838056680162,29.8786666320247,15.5888695471433,31.9838056680162
2022-06-21,23007,26,14627,10,8380,16,15977,8,90176,12,106153,20,0,346,0,380,350,"Anderson",76978,171.477565018577,0.331775700934579,25.9814492452389,33.7758840188106,33.1775700934579
2022-06-22,23047,40,14657,30,8390,10,16007,30,90226,50,106233,80,0,346,0,380,350,"Anderson",76978,200.05715918834,0.33852140077821,103.925796980956,51.9628984904778,33.852140077821
2022-06-23,23065,18,14668,11,8397,7,16021,14,90249,23,106270,37,0,346,0,380,351,"Anderson",76978,190.963651952506,0.352941176470588,48.065681103692,23.383304320715,35.2941176470588
2022-06-24,23098,33,14679,11,8419,22,16033,12,90282,33,106315,45,0,346,0,380,352,"Anderson",76978,203.954376575125,0.329501915708812,58.4582608017875,42.8693912546442,32.9501915708812
2022-06-25,23109,11,14682,3,8427,8,16039,6,90311,29,106350,35,0,346,0,380,352,"Anderson",76978,202.655304112863,0.311787072243346,45.4675361791681,14.2897970848814,31.1787072243346
2022-06-26,23119,10,14688,6,8431,4,16044,5,90337,26,106381,31,0,346,0,380,352,"Anderson",76978,194.860869339292,0.302583025830258,40.2712463301203,12.9907246226195,30.2583025830258
2022-06-27,23142,23,14700,12,8442,11,16056,12,90353,16,106409,28,1,347,0,380,352,"Anderson",76978,209.150666424173,0.315217391304348,36.3740289433345,29.8786666320247,31.5217391304348
2022-06-28,23172,30,14716,16,8456,14,16072,16,90382,29,106454,45,1,348,1,381,352,"Anderson",76978,214.346956273221,0.315614617940199,58.4582608017875,38.9721738678584,31.5614617940199
2022-06-29,23195,23,14725,9,8470,14,16083,11,90424,42,106507,53,1,349,0,381,352,"Anderson",76978,192.262724414768,0.277372262773723,68.8508404998831,29.8786666320247,27.7372262773723
2022-06-30,23232,37,14737,12,8495,25,16096,13,90469,45,106565,58,0,349,0,381,352,"Anderson",76978,216.945101197745,0.254237288135593,75.3462028111928,48.065681103692,25.4237288135593
2022-07-01,23254,22,14749,12,8505,10,16109,13,90509,40,106618,53,0,349,0,381,352,"Anderson",76978,202.655304112863,0.250825082508251,68.8508404998831,28.5795941697628,25.0825082508251
2022-07-02,23282,28,14763,14,8519,14,16124,15,90529,20,106653,35,0,349,0,381,352,"Anderson",76978,224.739535971316,0.280528052805281,45.4675361791681,36.3740289433345,28.0528052805281
2022-07-03,23294,12,14770,7,8524,5,16131,7,90546,17,106677,24,0,349,0,381,352,"Anderson",76978,227.33768089584,0.293918918918919,31.1777390942867,15.5888695471433,29.3918918918919
2022-07-04,23310,16,14775,5,8535,11,16136,5,90554,8,106690,13,0,349,0,381,353,"Anderson",76978,218.244173660007,0.284697508896797,16.8879420094053,20.7851593961911,28.4697508896797
2022-07-05,23331,21,14785,10,8546,11,16147,11,90579,25,106726,36,0,349,0,381,354,"Anderson",76978,206.552521499649,0.275735294117647,46.76660864143,27.2805217075008,27.5735294117647
2022-07-06,23345,14,14791,6,8554,8,16154,7,90608,29,106762,36,0,349,0,381,354,"Anderson",76978,194.860869339292,0.27843137254902,46.76660864143,18.1870144716672,27.843137254902
2022-07-07,23377,32,14806,15,8571,17,16169,15,90634,26,106803,41,0,349,0,381,354,"Anderson",76978,188.365507027982,0.30672268907563,53.2619709527397,41.5703187923822,30.672268907563
2022-07-08,23411,34,14817,11,8594,23,16179,10,90661,27,106840,37,0,349,0,381,354,"Anderson",76978,203.954376575125,0.315315315315315,48.065681103692,44.1684637169061,31.5315315315315
2022-07-09,23439,28,14822,5,8617,23,16184,5,90675,14,106859,19,0,349,0,381,354,"Anderson",76978,203.954376575125,0.29126213592233,24.682376782977,36.3740289433345,29.126213592233
2022-07-10,23458,19,14826,4,8632,15,16187,3,90681,6,106868,9,0,349,0,381,354,"Anderson",76978,213.047883810959,0.293193717277487,11.6916521603575,24.682376782977,29.3193717277487
2022-07-11,23481,23,14836,10,8645,13,16200,13,90719,38,106919,51,0,349,0,381,354,"Anderson",76978,222.141391046793,0.279475982532751,66.2526955753592,29.8786666320247,27.9475982532751
2022-07-12,23526,45,14854,18,8672,27,16219,19,90753,34,106972,53,0,349,0,381,354,"Anderson",76978,253.319130141079,0.292682926829268,68.8508404998831,58.4582608017875,29.2682926829268
2022-07-13,23564,38,14872,18,8692,20,16238,19,90800,47,107038,66,0,349,0,381,355,"Anderson",76978,284.496869235366,0.304347826086957,85.7387825092884,49.3647535659539,30.4347826086957
2022-07-14,23605,41,14884,12,8721,29,16250,12,90822,22,107072,34,0,349,1,382,355,"Anderson",76978,296.188521395723,0.301115241635688,44.1684637169061,53.2619709527397,30.1115241635688
2022-07-15,23637,32,14900,16,8737,16,16266,16,90848,26,107114,42,0,349,0,382,355,"Anderson",76978,293.5903764712,0.317518248175182,54.5610434150017,41.5703187923822,31.7518248175182
2022-07-16,23659,22,14907,7,8752,15,16273,7,90857,9,107130,16,0,349,0,382,355,"Anderson",76978,285.795941697628,0.328413284132841,20.7851593961911,28.5795941697628,32.8413284132841
2022-07-17,23669,10,14911,4,8758,6,16276,3,90869,12,107145,15,0,349,0,382,355,"Anderson",76978,274.10428953727,0.32129963898917,19.4860869339292,12.9907246226195,32.129963898917
2022-07-18,23715,46,14932,21,8783,25,16297,21,90919,50,107216,71,0,349,0,382,355,"Anderson",76978,303.982956169295,0.326599326599327,92.2341448205981,59.7573332640495,32.6599326599327
2022-07-19,23765,50,14955,23,8810,27,16323,26,90935,16,107258,42,3,352,0,382,355,"Anderson",76978,310.478318480605,0.363636363636364,54.5610434150017,64.9536231130973,36.3636363636364
2022-07-20,23801,36,14971,16,8830,20,16339,16,90965,30,107304,46,0,352,0,382,355,"Anderson",76978,307.880173556081,0.379699248120301,59.7573332640495,46.76660864143,37.9699248120301
2022-07-21,23844,43,15000,29,8844,14,16369,30,91017,52,107386,82,0,352,0,382,356,"Anderson",76978,310.478318480605,0.378980891719745,106.523941905479,55.8601158772636,37.8980891719745
2022-07-22,23882,38,15014,14,8868,24,16384,15,91052,35,107436,50,0,352,0,382,357,"Anderson",76978,318.272753254177,0.366459627329193,64.9536231130973,49.3647535659539,36.6459627329193
2022-07-23,23892,10,15017,3,8875,7,16388,4,91063,11,107451,15,0,352,0,382,357,"Anderson",76978,302.683883707033,0.358255451713396,19.4860869339292,12.9907246226195,35.8255451713396
2022-07-24,23915,23,15026,9,8889,14,16397,9,91077,14,107474,23,0,352,0,382,357,"Anderson",76978,319.571825716438,0.367781155015198,29.8786666320247,29.8786666320247,36.7781155015198
2022-07-25,23961,46,15052,26,8909,20,16424,27,91109,32,107533,59,0,352,0,382,357,"Anderson",76978,319.571825716438,0.400630914826498,76.6452752734548,59.7573332640495,40.0630914826498
2022-07-26,24008,47,15076,24,8932,23,16448,24,91142,33,107590,57,0,352,0,382,358,"Anderson",76978,315.674608329653,0.376506024096386,74.0471303489309,61.0564057263114,37.6506024096386
2022-07-27,24051,43,15094,18,8957,25,16469,21,91184,42,107653,63,0,352,0,382,358,"Anderson",76978,324.768115565486,0.372492836676218,81.8415651225025,55.8601158772636,37.2492836676218
2022-07-28,24087,36,15111,17,8976,19,16487,18,91223,39,107710,57,0,352,0,382,358,"Anderson",76978,315.674608329653,0.364197530864198,74.0471303489309,46.76660864143,36.4197530864198
2022-07-29,24120,33,15132,21,8988,12,16508,21,91258,35,107766,56,0,352,0,382,358,"Anderson",76978,309.179246018343,0.375757575757576,72.7480578866689,42.8693912546442,37.5757575757576
2022-07-30,24144,24,15146,14,8998,10,16522,14,91274,16,107796,30,0,352,0,382,358,"Anderson",76978,327.36626049001,0.388405797101449,38.9721738678584,31.1777390942867,38.8405797101449
2022-07-31,24150,6,15149,3,9001,3,16527,5,91290,16,107817,21,0,352,0,382,359,"Anderson",76978,305.282028631557,0.379008746355685,27.2805217075008,7.79443477357167,37.9008746355685
2022-08-01,24183,33,15165,16,9018,17,16545,18,91309,19,107854,37,0,352,0,382,359,"Anderson",76978,288.394086622152,0.376947040498442,48.065681103692,42.8693912546442,37.6947040498442
2022-08-02,24243,60,15212,47,9031,13,16591,46,91345,36,107936,82,1,353,0,382,359,"Anderson",76978,305.282028631557,0.413294797687861,106.523941905479,77.9443477357167,41.3294797687861
2022-08-03,24276,33,15231,19,9045,14,16614,23,91381,36,107995,59,0,353,0,382,360,"Anderson",76978,292.291304008938,0.423976608187135,76.6452752734548,42.8693912546442,42.3976608187134
2022-08-04,24320,44,15262,31,9058,13,16650,36,91476,95,108126,131,1,354,0,382,360,"Anderson",76978,302.683883707033,0.391826923076923,170.178492556315,57.1591883395256,39.1826923076923
2022-08-05,24353,33,15285,23,9068,10,16672,22,91508,32,108180,54,0,354,0,382,360,"Anderson",76978,302.683883707033,0.396135265700483,70.149912962145,42.8693912546442,39.6135265700483
2022-08-06,24371,18,15293,8,9078,10,16680,8,91523,15,108203,23,0,354,0,382,360,"Anderson",76978,294.889448933461,0.388206388206388,29.8786666320247,23.383304320715,38.8206388206388
2022-08-07,24387,16,15303,10,9084,6,16690,10,91539,16,108229,26,0,354,0,382,360,"Anderson",76978,307.880173556081,0.395631067961165,33.7758840188106,20.7851593961911,39.5631067961165
2022-08-08,24444,57,15332,29,9112,28,16718,28,91551,12,108269,40,0,354,0,382,361,"Anderson",76978,339.057912650368,0.416867469879518,51.9628984904778,74.0471303489309,41.6867469879518
2022-08-09,24475,31,15350,18,9125,13,16737,19,91601,50,108338,69,3,357,0,382,362,"Anderson",76978,301.384811244771,0.36318407960199,89.6359998960742,40.2712463301203,36.318407960199
2022-08-10,24514,39,15377,27,9137,12,16767,30,91633,32,108400,62,0,357,0,382,362,"Anderson",76978,309.179246018343,0.377777777777778,80.5424926602406,50.6638260282159,37.7777777777778
2022-08-11,24549,35,15402,25,9147,10,16793,26,91664,31,108457,57,0,357,0,382,362,"Anderson",76978,297.487593857985,0.43202416918429,74.0471303489309,45.4675361791681,43.202416918429
2022-08-12,24587,38,15425,23,9162,15,16817,24,91703,39,108520,63,0,357,0,382,363,"Anderson",76978,303.982956169295,0.426470588235294,81.8415651225025,49.3647535659539,42.6470588235294
2022-08-13,24605,18,15435,10,9170,8,16828,11,91733,30,108561,41,0,357,0,382,364,"Anderson",76978,303.982956169295,0.41340782122905,53.2619709527397,23.383304320715,41.340782122905
2022-08-14,24617,12,15443,8,9174,4,16836,8,91753,20,108589,28,0,357,0,382,364,"Anderson",76978,298.786666320247,0.405555555555556,36.3740289433345,15.5888695471433,40.5555555555556
2022-08-15,24671,54,15469,26,9202,28,16863,27,91775,22,108638,49,0,357,0,382,365,"Anderson",76978,294.889448933461,0.392953929539295,63.6545506508353,70.149912962145,39.2953929539295
2022-08-16,24720,49,15499,30,9221,19,16895,32,91807,32,108702,64,1,358,0,382,365,"Anderson",76978,318.272753254177,0.434065934065934,83.1406375847645,63.6545506508353,43.4065934065934
2022-08-17,24766,46,15526,27,9240,19,16921,26,91840,33,108761,59,0,358,0,382,365,"Anderson",76978,327.36626049001,0.426592797783933,76.6452752734548,59.7573332640495,42.6592797783933
2022-08-18,25052,286,15570,44,9482,242,16964,43,91884,44,108848,87,0,358,0,382,365,"Anderson",76978,653.433448517758,0.437340153452685,113.019304216789,371.534724206916,43.7340153452685
2022-08-19,25084,32,15585,15,9499,17,16980,16,91921,37,108901,53,0,358,0,382,365,"Anderson",76978,645.639013744187,0.427821522309711,68.8508404998831,41.5703187923822,42.7821522309711
2022-08-20,25098,14,15592,7,9506,7,16988,8,91950,29,108938,37,0,358,0,382,365,"Anderson",76978,640.442723895139,0.424403183023873,48.065681103692,18.1870144716672,42.4403183023873
2022-08-21,25112,14,15598,6,9514,8,16995,7,91981,31,108976,38,0,358,0,382,365,"Anderson",76978,643.040868819663,0.410852713178295,49.3647535659539,18.1870144716672,41.0852713178295
2022-08-22,25176,64,15623,25,9553,39,17020,25,92018,37,109038,62,0,358,0,382,366,"Anderson",76978,656.031593442282,0.3925,80.5424926602406,83.1406375847645,39.25
2022-08-23,25257,81,15656,33,9601,48,17054,34,92050,32,109104,66,3,361,0,382,367,"Anderson",76978,697.601912234664,0.395522388059701,85.7387825092884,105.224869443218,39.5522388059701
2022-08-24,25322,65,15679,23,9643,42,17080,26,92088,38,109168,64,0,361,0,382,367,"Anderson",76978,722.284289017641,0.390663390663391,83.1406375847645,84.4397100470264,39.0663390663391
2022-08-25,25366,44,15702,23,9664,21,17105,25,92127,39,109232,64,1,362,0,382,368,"Anderson",76978,407.908753150251,0.3671875,83.1406375847645,57.1591883395256,36.71875
2022-08-26,25398,32,15717,15,9681,17,17121,16,92184,57,109305,73,0,362,0,382,368,"Anderson",76978,407.908753150251,0.349009900990099,94.832289745122,41.5703187923822,34.9009900990099
2022-08-27,25438,40,15726,9,9712,31,17130,9,92220,36,109350,45,0,362,0,382,368,"Anderson",76978,441.684637169061,0.344660194174757,58.4582608017875,51.9628984904778,34.4660194174757
2022-08-28,25447,9,15730,4,9717,5,17134,4,92248,28,109382,32,0,362,0,382,368,"Anderson",76978,435.189274857752,0.342364532019704,41.5703187923822,11.6916521603575,34.2364532019704
2022-08-29,25482,35,15744,14,9738,21,17150,16,92259,11,109409,27,0,362,0,382,369,"Anderson",76978,397.516173452155,0.350404312668464,35.0749564810725,45.4675361791681,35.0404312668464
2022-08-30,25527,45,15760,16,9767,29,17167,17,92275,16,109442,33,2,364,0,382,369,"Anderson",76978,350.749564810725,0.334319526627219,42.8693912546442,58.4582608017875,33.4319526627219
2022-08-31,25574,47,15791,31,9783,16,17200,33,92324,49,109524,82,0,364,0,382,369,"Anderson",76978,327.36626049001,0.337078651685393,106.523941905479,61.0564057263114,33.7078651685393
2022-09-01,25604,30,15805,14,9799,16,17215,15,92352,28,109567,43,1,365,0,382,369,"Anderson",76978,309.179246018343,0.328358208955224,55.8601158772636,38.9721738678584,32.8358208955224
2022-09-02,25631,27,15819,14,9812,13,17229,14,92396,44,109625,58,0,365,0,382,369,"Anderson",76978,302.683883707033,0.3375,75.3462028111928,35.0749564810725,33.75
2022-09-03,25651,20,15830,11,9821,9,17240,11,92416,20,109656,31,0,365,0,382,370,"Anderson",76978,276.702434461794,0.359477124183007,40.2712463301203,25.9814492452389,35.9477124183007
2022-09-04,25663,12,15832,2,9831,10,17242,2,92430,14,109672,16,0,365,0,382,370,"Anderson",76978,280.59965184858,0.372413793103448,20.7851593961911,15.5888695471433,37.2413793103448
2022-09-05,25672,9,15834,2,9838,7,17244,2,92444,14,109688,16,0,365,0,382,370,"Anderson",76978,246.82376782977,0.336917562724014,20.7851593961911,11.6916521603575,33.6917562724014
2022-09-06,25709,37,15846,12,9863,25,17256,12,92461,17,109717,29,0,365,0,382,370,"Anderson",76978,236.431188131674,0.323636363636364,37.6731014055964,48.065681103692,32.3636363636364
2022-09-07,25749,40,15862,16,9887,24,17273,17,92495,34,109768,51,0,365,0,382,370,"Anderson",76978,227.33768089584,0.299180327868852,66.2526955753592,51.9628984904778,29.9180327868852
2022-09-08,25771,22,15871,9,9900,13,17282,9,92513,18,109795,27,0,365,0,382,371,"Anderson",76978,216.945101197745,0.293859649122807,35.0749564810725,28.5795941697628,29.3859649122807
2022-09-09,25786,15,15879,8,9907,7,17290,8,92558,45,109848,53,0,365,0,382,372,"Anderson",76978,201.356231650601,0.273542600896861,68.8508404998831,19.4860869339292,27.3542600896861
2022-09-10,25802,16,15886,7,9916,9,17299,9,92578,20,109877,29,0,365,0,382,372,"Anderson",76978,196.159941801554,0.266968325791855,37.6731014055964,20.7851593961911,26.6968325791855
2022-09-11,25809,7,15888,2,9921,5,17302,3,92592,14,109894,17,0,365,0,382,372,"Anderson",76978,189.664579490244,0.27027027027027,22.0842318584531,9.09350723583361,27.027027027027
2022-09-12,25822,13,15893,5,9929,8,17308,6,92604,12,109912,18,0,365,0,382,372,"Anderson",76978,194.860869339292,0.285714285714286,23.383304320715,16.8879420094053,28.5714285714286
2022-09-13,25848,26,15905,12,9943,14,17321,13,92626,22,109947,35,0,365,0,382,372,"Anderson",76978,180.57107225441,0.282608695652174,45.4675361791681,33.7758840188106,28.2608695652174
2022-09-14,25865,17,15913,8,9952,9,17329,8,92652,26,109981,34,1,366,0,382,372,"Anderson",76978,150.692405622386,0.262910798122066,44.1684637169061,22.0842318584531,26.2910798122066
2022-09-15,25921,56,15930,17,9991,39,17347,18,92694,42,110041,60,2,368,0,382,372,"Anderson",76978,194.860869339292,0.264227642276423,77.9443477357167,72.7480578866689,26.4227642276423
2022-09-16,25937,16,15934,4,10003,12,17351,4,92740,46,110091,50,0,368,0,382,372,"Anderson",76978,196.159941801554,0.251028806584362,64.9536231130973,20.7851593961911,25.1028806584362
2022-09-17,25947,10,15935,1,10012,9,17354,3,92753,13,110107,16,0,368,0,382,372,"Anderson",76978,188.365507027982,0.239130434782609,20.7851593961911,12.9907246226195,23.9130434782609
2022-09-18,25956,9,15937,2,10019,7,17356,2,92758,5,110114,7,0,368,0,382,372,"Anderson",76978,190.963651952506,0.245454545454545,9.09350723583361,11.6916521603575,24.5454545454545
2022-09-19,25971,15,15940,3,10031,12,17360,4,92778,20,110138,24,0,368,1,383,373,"Anderson",76978,193.56179687703,0.230088495575221,31.1777390942867,19.4860869339292,23.0088495575221
2022-09-20,25977,6,15945,5,10032,1,17366,6,92787,9,110153,15,0,368,0,383,373,"Anderson",76978,167.580347631791,0.218446601941748,19.4860869339292,7.79443477357167,21.8446601941748
2022-09-21,25987,10,15947,2,10040,8,17368,2,92810,23,110178,25,1,369,0,383,373,"Anderson",76978,158.486840395957,0.197969543147208,32.4768115565486,12.9907246226195,19.7969543147208
2022-09-22,26003,16,15954,7,10049,9,17375,7,92846,36,110221,43,0,369,0,383,373,"Anderson",76978,106.523941905479,0.155555555555556,55.8601158772636,20.7851593961911,15.5555555555556
2022-09-23,26023,20,15966,12,10057,8,17388,13,92891,45,110279,58,0,369,0,383,373,"Anderson",76978,111.720231754527,0.196808510638298,75.3462028111928,25.9814492452389,19.6808510638298
2022-09-24,26028,5,15970,4,10058,1,17391,3,92908,17,110299,20,0,369,0,383,373,"Anderson",76978,105.224869443218,0.192708333333333,25.9814492452389,6.49536231130973,19.2708333333333
2022-09-25,26033,5,15972,2,10061,3,17393,2,92923,15,110316,17,0,369,0,383,373,"Anderson",76978,100.02857959417,0.183168316831683,22.0842318584531,6.49536231130973,18.3168316831683
2022-09-26,26048,15,15978,6,10070,9,17400,7,92934,11,110334,18,0,369,0,383,373,"Anderson",76978,100.02857959417,0.204081632653061,23.383304320715,19.4860869339292,20.4081632653061
2022-09-27,26055,7,15979,1,10076,6,17402,2,92955,21,110357,23,0,369,0,383,373,"Anderson",76978,101.327652056432,0.176470588235294,29.8786666320247,9.09350723583361,17.6470588235294
2022-09-28,26071,16,15983,4,10088,12,17407,5,92998,43,110405,48,1,370,0,383,373,"Anderson",76978,109.122086830003,0.171806167400881,62.3554781885734,20.7851593961911,17.1806167400881
2022-09-29,26081,10,15991,8,10090,2,17415,8,93020,22,110435,30,0,370,0,383,373,"Anderson",76978,101.327652056432,0.186915887850467,38.9721738678584,12.9907246226195,18.6915887850467
2022-09-30,26089,8,15995,4,10094,4,17419,4,93054,34,110473,38,0,370,0,383,373,"Anderson",76978,85.7387825092884,0.15979381443299,49.3647535659539,10.3925796980956,15.979381443299
2022-10-01,26094,5,15995,0,10099,5,17419,0,93058,4,110477,4,0,370,0,383,373,"Anderson",76978,85.7387825092884,0.157303370786517,5.19628984904778,6.49536231130973,15.7303370786517
2022-10-02,26096,2,15996,1,10100,1,17420,1,93061,3,110481,4,0,370,0,383,373,"Anderson",76978,81.8415651225025,0.163636363636364,5.19628984904778,2.59814492452389,16.3636363636364
2022-10-03,26107,11,15999,3,10108,8,17424,4,93067,6,110491,10,0,370,0,383,373,"Anderson",76978,76.6452752734548,0.152866242038217,12.9907246226195,14.2897970848814,15.2866242038217
2022-10-04,26109,2,15999,0,10110,2,17424,0,93104,37,110528,37,0,370,0,383,373,"Anderson",76978,70.149912962145,0.128654970760234,48.065681103692,2.59814492452389,12.8654970760234
2022-10-05,26114,5,16001,2,10113,3,17427,3,93120,16,110547,19,0,370,0,383,373,"Anderson",76978,55.8601158772636,0.140845070422535,24.682376782977,6.49536231130973,14.0845070422535
2022-10-06,26127,13,16008,7,10119,6,17435,8,93145,25,110580,33,0,370,0,383,373,"Anderson",76978,59.7573332640495,0.137931034482759,42.8693912546442,16.8879420094053,13.7931034482759
2022-10-07,26143,16,16019,11,10124,5,17446,11,93167,22,110613,33,0,370,0,383,373,"Anderson",76978,70.149912962145,0.192857142857143,42.8693912546442,20.7851593961911,19.2857142857143
2022-10-08,26143,0,16019,0,10124,0,17446,0,93185,18,110631,18,0,370,0,383,373,"Anderson",76978,63.6545506508353,0.175324675324675,23.383304320715,0,17.5324675324675
2022-10-09,26145,2,16020,1,10125,1,17447,1,93196,11,110643,12,0,370,0,383,373,"Anderson",76978,63.6545506508353,0.166666666666667,15.5888695471433,2.59814492452389,16.6666666666667
2022-10-10,26150,5,16022,2,10128,3,17449,2,93211,15,110660,17,0,370,0,383,374,"Anderson",76978,55.8601158772636,0.14792899408284,22.0842318584531,6.49536231130973,14.792899408284
2022-10-11,26163,13,16028,6,10135,7,17455,6,93245,34,110700,40,0,370,0,383,374,"Anderson",76978,70.149912962145,0.180232558139535,51.9628984904778,16.8879420094053,18.0232558139535
2022-10-12,26172,9,16031,3,10141,6,17458,3,93262,17,110720,20,0,370,0,383,374,"Anderson",76978,75.3462028111928,0.179190751445087,25.9814492452389,11.6916521603575,17.9190751445087
2022-10-13,26179,7,16036,5,10143,2,17463,5,93277,15,110740,20,0,370,1,384,374,"Anderson",76978,67.5517680376211,0.175,25.9814492452389,9.09350723583361,17.5
2022-10-14,26184,5,16037,1,10147,4,17464,1,93294,17,110758,18,0,370,0,384,374,"Anderson",76978,53.2619709527397,0.124137931034483,23.383304320715,6.49536231130973,12.4137931034483
2022-10-15,26187,3,16038,1,10149,2,17465,1,93306,12,110771,13,0,370,0,384,374,"Anderson",76978,57.1591883395256,0.135714285714286,16.8879420094053,3.89721738678583,13.5714285714286
2022-10-16,26188,1,16039,1,10149,0,17466,1,93310,4,110776,5,0,370,0,384,374,"Anderson",76978,55.8601158772636,0.142857142857143,6.49536231130973,1.29907246226194,14.2857142857143
2022-10-17,26198,10,16044,5,10154,5,17470,4,93314,4,110784,8,0,370,0,384,374,"Anderson",76978,62.3554781885734,0.169354838709677,10.3925796980956,12.9907246226195,16.9354838709677
2022-10-18,26204,6,16046,2,10158,4,17472,2,93329,15,110801,17,0,370,0,384,375,"Anderson",76978,53.2619709527397,0.168316831683168,22.0842318584531,7.79443477357167,16.8316831683168
2022-10-19,26213,9,16050,4,10163,5,17476,4,93343,14,110819,18,0,370,0,384,375,"Anderson",76978,53.2619709527397,0.181818181818182,23.383304320715,11.6916521603575,18.1818181818182
2022-10-20,26223,10,16052,2,10171,8,17479,3,93355,12,110834,15,1,371,0,384,375,"Anderson",76978,57.1591883395256,0.170212765957447,19.4860869339292,12.9907246226195,17.0212765957447
2022-10-21,26240,17,16066,14,10174,3,17494,15,93413,58,110907,73,0,371,0,384,375,"Anderson",76978,72.7480578866689,0.201342281879195,94.832289745122,22.0842318584531,20.1342281879195
2022-10-22,26245,5,16068,2,10177,3,17496,2,93421,8,110917,10,0,371,0,384,376,"Anderson",76978,75.3462028111928,0.212328767123288,12.9907246226195,6.49536231130973,21.2328767123288
2022-10-23,26255,10,16076,8,10179,2,17503,7,93425,4,110928,11,0,371,1,385,376,"Anderson",76978,87.0378549715503,0.243421052631579,14.2897970848814,12.9907246226195,24.3421052631579
2022-10-24,26265,10,16082,6,10183,4,17510,7,93442,17,110952,24,0,371,0,385,376,"Anderson",76978,87.0378549715503,0.238095238095238,31.1777390942867,12.9907246226195,23.8095238095238
2022-10-25,26277,12,16087,5,10190,7,17516,6,93461,19,110977,25,0,371,0,385,376,"Anderson",76978,94.832289745122,0.25,32.4768115565486,15.5888695471433,25
2022-10-26,26294,17,16098,11,10196,6,17527,11,93482,21,111009,32,1,372,0,385,376,"Anderson",76978,105.224869443218,0.268421052631579,41.5703187923822,22.0842318584531,26.8421052631579
2022-10-27,26311,17,16102,4,10209,13,17531,4,93498,16,111029,20,0,372,0,385,376,"Anderson",76978,114.318376679051,0.266666666666667,25.9814492452389,22.0842318584531,26.6666666666667
2022-10-28,26321,10,16106,4,10215,6,17534,3,93512,14,111046,17,0,372,0,385,376,"Anderson",76978,105.224869443218,0.287769784172662,22.0842318584531,12.9907246226195,28.7769784172662
2022-10-29,26326,5,16107,1,10219,4,17536,2,93531,19,111067,21,0,372,0,385,376,"Anderson",76978,105.224869443218,0.266666666666667,27.2805217075008,6.49536231130973,26.6666666666667
2022-10-30,26329,3,16110,3,10219,0,17539,3,93532,1,111071,4,0,372,0,385,376,"Anderson",76978,96.1313622073839,0.251748251748252,5.19628984904778,3.89721738678583,25.1748251748252
2022-10-31,26343,14,16116,6,10227,8,17546,7,93561,29,111107,36,0,372,0,385,376,"Anderson",76978,101.327652056432,0.232258064516129,46.76660864143,18.1870144716672,23.2258064516129
