"School","Student_Enrolled","Student_Present","Student_Present_Percent","Student_Active_Cases","Staff_Employed","Staff_Present","Staff_Present_Percent","Staff_Active_Cases","Date","Level","Student_Maximum_Active_Cases","Staff_Maximum_Active_Cases"
"Karns Elementary School","1176","1104",93.88,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","140","128",91.43,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"Karns High School","1371","1208",88.11,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","129","121",93.8,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"High",NA,NA
"Karns Middle School","903","837",92.69,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","81","73",90.12,"0",2022-02-06 22:17:00,"Middle",NA,0
"Knox Adaptive Education Center","47","36",76.6,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","53","42",79.25,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Other",NA,NA
"L & N Stem Academy","574","539",93.9,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","42","35",83.33,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"High",NA,NA
"Lonsdale Elementary School","312","287",91.99,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","74","64",86.49,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"Maynard Elementary School","114","108",94.74,"0","32","32",100,"0",2022-02-06 22:17:00,"Elementary",0,0
"Mooreland Heights Elementary School","321","294",91.59,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","38",84.44,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Mount Olive Elementary School","209","192",91.87,"0","30","28",93.33,"0",2022-02-06 22:17:00,"Elementary",0,0
"New Hopewell Elementary School","224","209",93.3,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","35","31",88.57,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Northshore Elementary School","1089","1019",93.57,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","102","92",90.2,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"Northwest Middle School","770","670",87.01,"0","113","103",91.15,"0",2022-02-06 22:17:00,"Middle",0,0
"Norwood Elementary School","479","472",98.54,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","70","57",81.43,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"Paul L. Kelley Volunteer Academy","57","47",82.46,"0","12","11",91.67,"0",2022-02-06 22:17:00,"High",0,0
"Pleasant Ridge Elementary School","289","263",91,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","34","30",88.24,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"Pond Gap Elementary School","360","322",89.44,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","52",94.55,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Powell Elementary School","772","722",93.52,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","77","70",90.91,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"Powell High School","1302","1125",86.41,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","122","107",87.7,"0",2022-02-06 22:17:00,"High",NA,0
"Powell Middle School School","853","767",89.92,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","84","74",88.1,"0",2022-02-06 22:17:00,"Middle",NA,0
"Richard Yoakley Alternative","114","74",64.91,"0","35","31",88.57,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Other",0,NA
"Ridgedale Alternative","94","79",84.04,"0","77","66",85.71,"0",2022-02-06 22:17:00,"Middle",0,0
"Ritta Elementary School","533","495",92.87,"0","62","60",96.77,"0",2022-02-06 22:17:00,"Elementary",0,0
"Rocky Hill Elementary School","694","671",96.69,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","79","74",93.67,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Sam E. Hill Primary School","154","142",92.21,"0","40","33",82.5,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Other",0,NA
"Sarah Moore Greene Magnet Academy","480","434",90.42,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","84",90.32,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Sequoyah Elementary School","468","429",91.67,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","41",89.13,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Shannondale Elementary School","399","383",95.99,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","40","38",95,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"South Knoxville Elementary School","182","161",88.46,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","105","93",88.57,"0",2022-02-06 22:17:00,"Elementary",NA,0
"South-Doyle High School","1010","835",82.67,"0","102","90",88.24,"0",2022-02-06 22:17:00,"High",0,0
"South-Doyle Middle School","790","699",88.48,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","26","25",96.15,"0",2022-02-06 22:17:00,"Middle",NA,0
"Spring Hill Elementary School","489","430",87.93,"0","69","64",92.75,"0",2022-02-06 22:17:00,"Elementary",0,0
"Sterchi Elementary School","335","285",85.07,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","45","43",95.56,"0",2022-02-06 22:17:00,"Elementary",NA,0
"Sunnyview Primary","215","205",95.35,"0","33","31",93.94,"0",2022-02-06 22:17:00,"Other",0,0
"Vine Middle Magnet","459","396",86.27,"0","58","52",89.66,"0",2022-02-06 22:17:00,"Middle",0,0
"West Haven Elementary School","315","293",93.02,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","42","39",92.86,"0",2022-02-06 22:17:00,"Elementary",NA,0
"West High School","1505","1311",87.11,"<89>30\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","117","105",89.74,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"High",NA,NA
"West Hills Elementary School","692","627",90.61,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","94","80",85.11,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Elementary",NA,NA
"West Valley Middle School","1130","991",87.7,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","74",84.09,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-06 22:17:00,"Middle",NA,NA
"West View Elementary School","198","186",93.94,"0","34","33",97.06,"0",2022-02-06 22:17:00,"Elementary",0,0
"Whittle Springs Middle School","446","383",85.87,"0","57","55",96.49,"0",2022-02-06 22:17:00,"Middle",0,0
"A.L. Lotts Elementary School","974","914",93.84,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","80",90.91,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Adrian Burnett Elementary School","501","464",92.61,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","53",86.89,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Amherst Elementary School","658","631",95.9,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","81","73",90.12,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Austin East Magnet High School","674","591",87.69,"0","102","95",93.14,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"High",0,NA
"Ball Camp Elementary School","577","536",92.89,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","60","60",100,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Bearden Elementary School","336","298",88.69,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","33","32",96.97,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Bearden High School","2028","1864",91.91,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","157","142",90.45,"0",2022-02-07 22:17:00,"High",NA,0
"Bearden Middle School","1173","1084",92.41,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","115","111",96.52,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Middle",NA,NA
"Beaumont Magnet Academy","566","532",93.99,"0","78","74",94.87,"0",2022-02-07 22:17:00,"Elementary",0,0
"Belle Morris Elementary School","409","379",92.67,"0","62","56",90.32,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",0,NA
"Blue Grass Elementary School","536","505",94.22,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","52","45",86.54,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Bonny Kate Elementary School","341","326",95.6,"0","48","46",95.83,"0",2022-02-07 22:17:00,"Elementary",0,0
"Brickey-McCloud Elementary School","839","789",94.04,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","109","105",96.33,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Career Magnet Academy At Pellissippi State","247","225",91.09,"0","23","21",91.3,"0",2022-02-07 22:17:00,"High",0,0
"Carter Elementary School","514","467",90.86,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","57","54",94.74,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Carter High School","764","688",90.05,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","76",96.2,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"High",NA,NA
"Carter Middle School","592","527",89.02,"0","57","48",84.21,"0",2022-02-07 22:17:00,"Middle",0,0
"Cedar Bluff Elementary School","1051","960",91.34,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","133","118",88.72,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Cedar Bluff Middle School","566","531",93.82,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","52",94.55,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Middle",NA,NA
"Central High School","1291","1118",86.6,"0","129","122",94.57,"0",2022-02-07 22:17:00,"High",0,0
"Chilhowee Intermediate School","191","175",91.62,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","26","22",84.62,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Christenberry Elementary School","421","384",91.21,"0","71","68",95.77,"0",2022-02-07 22:17:00,"Elementary",0,0
"Copper Ridge Elementary School","437","402",91.99,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","57",93.44,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Corryton Elementary School","203","186",91.63,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","22","21",95.45,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Dogwood Elementary School","483","448",92.75,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","104","100",96.15,"0",2022-02-07 22:17:00,"Elementary",NA,0
"East Knox County Elementary School","457","424",92.78,"0","55","50",90.91,"0",2022-02-07 22:17:00,"Elementary",0,0
"Farragut High School","2052","1932",94.15,"0","147","139",94.56,"0",2022-02-07 22:17:00,"High",0,0
"Farragut Intermediate School","1110","1039",93.6,"0","85","76",89.41,"0",2022-02-07 22:17:00,"Elementary",0,0
"Farragut Middle School","1393","1305",93.68,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","104","96",92.31,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Middle",NA,NA
"Farragut Primary School","963","898",93.25,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","92","83",90.22,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Fountain City Elementary School","380","361",95,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","39","34",87.18,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Fulton High School","912","768",84.21,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","126","118",93.65,"0",2022-02-07 22:17:00,"High",NA,0
"Gap Creek Elementary School","70","68",97.14,"0","17","17",100,"0",2022-02-07 22:17:00,"Elementary",0,0
"Gibbs Elementary School","854","782",91.57,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","85","76",89.41,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Gibbs High School","1039","929",89.41,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","82",93.18,"0",2022-02-07 22:17:00,"High",NA,0
"Gibbs Middle School","564","520",92.2,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","49","47",95.92,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Middle",NA,NA
"Green Magnet Academy School","339","311",91.74,"0","60","54",90,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",0,NA
"Gresham Middle School","772","709",91.84,"0","81","76",93.83,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Middle",0,NA
"Halls Elementary School","672","620",92.26,"0","78","75",96.15,"0",2022-02-07 22:17:00,"Elementary",0,0
"Halls High School","1239","1111",89.67,"0","102","90",88.24,"0",2022-02-07 22:17:00,"High",0,0
"Halls Middle School","1055","973",92.23,"0","86","82",95.35,"0",2022-02-07 22:17:00,"Middle",0,0
"Hardin Valley Academy","2035","1828",89.83,"0","147","133",90.48,"0",2022-02-07 22:17:00,"High",0,0
"Hardin Valley Elememntary School","1313","1234",93.98,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","100","85",85,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Hardin Valley Middle School","970","902",92.99,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","74",93.67,"0",2022-02-07 22:17:00,"Middle",NA,0
"Holston Middle School","488","452",92.62,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","80","78",97.5,"0",2022-02-07 22:17:00,"Middle",NA,0
"Inskip Elementary School","485","437",90.1,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","82","76",92.68,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Karns Elementary School","1176","1092",92.86,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","140","132",94.29,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Karns High School","1371","1217",88.77,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","129","121",93.8,"0",2022-02-07 22:17:00,"High",NA,0
"Karns Middle School","903","832",92.14,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","81","77",95.06,"0",2022-02-07 22:17:00,"Middle",NA,0
"Knox Adaptive Education Center","47","40",85.11,"0","53","46",86.79,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Other",0,NA
"L & N Stem Academy","574","540",94.08,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","42","35",83.33,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"High",NA,NA
"Lonsdale Elementary School","313","298",95.21,"0","74","67",90.54,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",0,NA
"Maynard Elementary School","113","108",95.58,"0","32","31",96.88,"0",2022-02-07 22:17:00,"Elementary",0,0
"Mooreland Heights Elementary School","321","295",91.9,"0","45","38",84.44,"0",2022-02-07 22:17:00,"Elementary",0,0
"Mount Olive Elementary School","209","194",92.82,"0","30","28",93.33,"0",2022-02-07 22:17:00,"Elementary",0,0
"New Hopewell Elementary School","224","206",91.96,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","35","32",91.43,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Northshore Elementary School","1089","1033",94.86,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","102","98",96.08,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
